trade_date,Iran_entropy,Crypto_entropy,Macro_entropy,Geopolitical_entropy,Energy_entropy,Pandemic_entropy,composite_entropy,inv_composite_entropy,inv_Geopolitical_entropy,inv_Crypto_entropy,inv_Macro_entropy,inv_Energy_entropy,inv_Iran_entropy
2024-07-10,,0.6395110466810305,0.48061086003558495,0.40753183362130074,,,0.5092179134459721,0.4907820865540279,0.5924681663786993,0.36048895331896946,0.519389139964415,,
2024-07-11,,0.6671713778199745,0.6511388659677532,0.44398043005188925,,,0.5874302246132056,0.4125697753867944,0.5560195699481107,0.3328286221800255,0.34886113403224683,,
2024-07-12,,0.49757362114030473,0.6078077191797668,0.6169245468758218,,,0.5741019623986311,0.4258980376013689,0.38307545312417823,0.5024263788596952,0.39219228082023316,,
2024-07-13,,0.6092491784330243,0.6359729104170693,0.6319426959817909,,,0.6257215949439615,0.3742784050560385,0.36805730401820913,0.3907508215669757,0.36402708958293073,,
2024-07-14,,0.7153590540852193,0.6539085135165902,0.43715740752437066,,,0.6021416583753934,0.39785834162460665,0.5628425924756293,0.28464094591478073,0.3460914864834098,,
2024-07-15,,0.45758572166379713,0.47218351798588687,0.6336217356189348,,,0.5211303250895396,0.4788696749104604,0.36637826438106524,0.5424142783362029,0.5278164820141131,,
2024-07-16,0.25608609464107385,0.4384879383598395,0.509493212677252,0.5299088673690813,,,0.43349402826181166,0.5665059717381884,0.47009113263091873,0.5615120616401605,0.490506787322748,,0.7439139053589261
2024-07-17,,0.5044813441503617,0.4247213407359065,0.42864758173070133,,,0.4526167555389899,0.54738324446101,0.5713524182692986,0.4955186558496383,0.5752786592640935,,
2024-07-18,0.5880267403636851,0.4804115482842863,0.419346711724679,0.49844213211984334,,0.7975229506478207,0.5567500166280629,0.4432499833719371,0.5015578678801567,0.5195884517157137,0.580653288275321,,0.4119732596363149
2024-07-19,,0.46977258470699623,0.3837892940822433,0.42754066269696284,,,0.4270341804954008,0.5729658195045992,0.5724593373030371,0.5302274152930038,0.6162107059177566,,
2024-07-20,,0.6126793863261408,0.5358478160490765,0.18815440240327697,,,0.4455605349261648,0.5544394650738351,0.811845597596723,0.38732061367385917,0.4641521839509235,,
2024-07-21,0.11495414196932752,0.5571737956512343,0.37284741592100296,0.4614872798325873,,0.5347284058416029,0.4082382078431509,0.5917617921568491,0.5385127201674127,0.44282620434876574,0.6271525840789971,,0.8850458580306725
2024-07-22,0.4669531286257229,0.350384737556405,0.5282461738594443,0.49008378142923503,,0.6501610956776254,0.4971657834296865,0.5028342165703135,0.509916218570765,0.649615262443595,0.4717538261405557,,0.5330468713742771
2024-07-23,0.16153182691953089,0.14313419839507682,0.44953864763826257,0.5393459577737558,,,0.32338765768165656,0.6766123423183434,0.4606540422262442,0.8568658016049232,0.5504613523617374,,0.8384681730804691
2024-07-24,0.183185643925919,0.6201929863075742,0.4228586074296137,0.5231886463822558,,0.8421172817494548,0.5183086331589635,0.48169136684103653,0.4768113536177442,0.37980701369242575,0.5771413925703863,,0.816814356074081
2024-07-25,,0.5634528483648853,0.5191504238310991,0.5823986030005711,,,0.5550006250655185,0.4449993749344815,0.4176013969994289,0.4365471516351147,0.4808495761689009,,
2024-07-26,,0.46900151453410116,0.4372683037813378,0.47912147570639674,,,0.46179709800727853,0.5382029019927215,0.5208785242936033,0.5309984854658989,0.5627316962186621,,
2024-07-27,0.21349177566717112,0.5397872210590913,0.46650187031305174,0.4342932845294955,,,0.41351853789220244,0.5864814621077976,0.5657067154705044,0.46021277894090873,0.5334981296869483,,0.7865082243328289
2024-07-28,0.38886940709328177,0.2586124351170733,0.42252059701095396,0.42772665879573424,,,0.3744322745042608,0.6255677254957392,0.5722733412042658,0.7413875648829267,0.577479402989046,,0.6111305929067182
2024-07-29,0.25862574691845763,0.3433569841889612,0.43443827990706324,0.5180205974325478,,,0.38861040211175746,0.6113895978882425,0.4819794025674522,0.6566430158110388,0.5655617200929368,,0.7413742530815424
2024-07-30,0.08414704615443393,0.14428353497819793,0.3767001539055424,0.46303416591659025,,,0.2670412252386911,0.7329587747613089,0.5369658340834098,0.8557164650218021,0.6232998460944577,,0.9158529538455661
2024-07-31,0.46177718459534695,0.1114891488116523,0.25906176326217434,0.5834011616627369,,,0.35393231458297764,0.6460676854170224,0.4165988383372631,0.8885108511883477,0.7409382367378257,,0.5382228154046531
2024-08-01,0.5034294282526312,0.53546278696957,0.5111775789700008,0.4331732534581826,,,0.4958107619125961,0.5041892380874039,0.5668267465418174,0.46453721303043005,0.4888224210299992,,0.49657057174736885
2024-08-02,0.5483629313845949,0.4331062430712756,0.3588671404122307,0.3688494218374857,,,0.42729643417639673,0.5727035658236033,0.6311505781625143,0.5668937569287245,0.6411328595877692,,0.4516370686154051
2024-08-03,0.46557669933824997,0.545874975682516,0.3394402322850224,0.5133168574573665,,,0.4660521911907888,0.5339478088092112,0.48668314254263345,0.454125024317484,0.6605597677149776,,0.53442330066175
2024-08-04,0.4808139371210904,0.6462637076428052,0.3424273694711133,0.510082589647386,,,0.4948969009705987,0.5051030990294013,0.48991741035261405,0.35373629235719484,0.6575726305288867,,0.5191860628789096
2024-08-05,0.5536297949682116,0.41258144505321837,0.432532838779948,0.4841666733215598,,,0.4707276880307345,0.5292723119692655,0.5158333266784402,0.5874185549467816,0.5674671612200519,,0.44637020503178837
2024-08-06,0.49334789467828155,0.4700777547584773,0.3533601359410332,0.33047806615698966,,,0.41181596288369543,0.5881840371163045,0.6695219338430103,0.5299222452415226,0.6466398640589668,,0.5066521053217184
2024-08-07,0.7532870977865734,0.37999201099897695,0.33217058515266623,0.10898460209742895,,,0.39360857400891136,0.6063914259910886,0.891015397902571,0.620007989001023,0.6678294148473338,,0.24671290221342657
2024-08-08,0.5791277521594592,0.38177656575274566,0.3816690315833626,0.1454587222106128,,,0.37200801792654503,0.627991982073455,0.8545412777893873,0.6182234342472543,0.6183309684166374,,0.4208722478405408
2024-08-09,0.3999957660945472,0.26031493540928985,0.282031151231991,0.23012079856836615,,0.4265987196399642,0.3198122741888317,0.6801877258111684,0.7698792014316338,0.7396850645907102,0.7179688487680089,,0.6000042339054528
2024-08-10,0.32048133960242536,0.7977247441015416,0.2576144749970251,0.024948553520693393,,0.3843836762368721,0.35703055769171155,0.6429694423082885,0.9750514464793066,0.2022752558984584,0.7423855250029749,,0.6795186603975747
2024-08-11,0.5413946165146909,0.7598868000849716,0.2753721582517152,0.37800745339187275,,0.38990176515634745,0.46891255867991954,0.5310874413200805,0.6219925466081273,0.24011319991502844,0.7246278417482848,,0.4586053834853091
2024-08-12,0.5590077590697493,0.8659558043046912,0.27735739650010066,0.5106704916538749,,0.374223586337291,0.5174430075731414,0.48255699242685857,0.4893295083461251,0.1340441956953088,0.7226426034998994,,0.4409922409302507
2024-08-13,0.46891826358819627,0.647762483327963,0.30959803445114004,0.570496545713073,,,0.499193831770093,0.500806168229907,0.42950345428692704,0.35223751667203695,0.69040196554886,,0.5310817364118037
2024-08-14,0.6801816908631529,0.7172099378977002,0.2669502473783624,0.6324446505614155,,0.5891849876261201,0.5771943028653503,0.42280569713464966,0.3675553494385845,0.28279006210229984,0.7330497526216375,,0.31981830913684706
2024-08-15,0.4652571994672124,0.6094491238431472,0.2711552533714674,0.5896143276679677,,0.6137621550617011,0.5098476118822991,0.4901523881177009,0.41038567233203227,0.3905508761568528,0.7288447466285326,,0.5347428005327877
2024-08-16,0.2016240067439523,0.25853073134500537,0.3341709141282483,0.5736277196904538,,0.6629194959974479,0.40617457358102155,0.5938254264189784,0.4263722803095462,0.7414692686549946,0.6658290858717517,,0.7983759932560477
2024-08-17,0.20665823216488366,0.5208345977375917,0.2931796889913464,0.37183328993091874,,,0.3481264522061851,0.6518735477938149,0.6281667100690813,0.47916540226240834,0.7068203110086536,,0.7933417678351163
2024-08-18,0.7138736870107425,0.5977049018787566,0.25292772621650683,0.3871773287288625,,,0.4879209109587171,0.512079089041283,0.6128226712711375,0.4022950981212434,0.7470722737834932,,0.2861263129892575
2024-08-19,0.3347701961076157,0.5923192419625363,0.2678334753809579,0.460722585273585,,0.6301941097768206,0.4571679217003031,0.5428320782996969,0.539277414726415,0.40768075803746373,0.7321665246190421,,0.6652298038923843
2024-08-20,0.3532113186701811,0.6580185652494426,0.29560517325998076,0.4988093559241421,,0.6476014686314585,0.49064917634704097,0.509350823652959,0.5011906440758579,0.3419814347505574,0.7043948267400193,,0.6467886813298189
2024-08-21,0.5869096400738747,0.6350514928816565,0.2878417379803264,0.5005106772894431,,0.6112326881540454,0.5243092472758693,0.47569075272413075,0.4994893227105569,0.3649485071183435,0.7121582620196736,,0.4130903599261253
2024-08-22,0.43596509823056057,0.5571650739379971,0.32975984924434176,0.3879341720308153,,,0.42770604836092874,0.5722939516390713,0.6120658279691846,0.4428349260620029,0.6702401507556582,,0.5640349017694395
2024-08-23,0.21696557477344042,0.3268166708801492,0.26122969942901925,0.495496823536319,,0.5233022427342724,0.3647622022706401,0.63523779772936,0.5045031764636809,0.6731833291198508,0.7387703005709807,,0.7830344252265595
2024-08-24,0.4954665837196843,0.6043611263205313,0.22860538593990581,0.44720091444243554,,0.6007880484543192,0.4752844117753752,0.5247155882246248,0.5527990855575644,0.3956388736794687,0.7713946140600942,,0.5045334162803157
2024-08-25,0.45373762431755366,0.5021488202900792,0.206141893393335,0.37792409190662596,,,0.3849881074768985,0.6150118925231015,0.622075908093374,0.49785117970992077,0.793858106606665,,0.5462623756824463
2024-08-26,0.3570157781777114,0.3568752932805809,0.24273825234407356,0.6640966637331294,,0.43404864411509,0.41095492633011704,0.5890450736698829,0.33590333626687063,0.6431247067194191,0.7572617476559265,,0.6429842218222885
2024-08-27,0.5060813410022552,0.3733245550327754,0.22953781206629006,0.32346061652739433,,,0.35810108115717876,0.6418989188428212,0.6765393834726057,0.6266754449672246,0.7704621879337099,,0.4939186589977448
2024-08-28,0.42599362037541555,0.5210074551611299,0.26284720691234176,0.2585438400520617,,0.42838609848595277,0.3793556441973803,0.6206443558026197,0.7414561599479383,0.4789925448388701,0.7371527930876582,,0.5740063796245845
2024-08-29,0.28183629163174023,0.4577905652671589,0.2732715806949752,0.5295771131809938,,,0.385618887693717,0.614381112306283,0.47042288681900624,0.5422094347328411,0.7267284193050247,,0.7181637083682597
2024-08-30,0.2232353478553935,0.34684408754453944,0.1930226358922401,0.3996906296785065,,,0.2906981752426699,0.7093018247573302,0.6003093703214935,0.6531559124554606,0.8069773641077599,,0.7767646521446065
2024-08-31,0.1872876184904796,0.1958982178048157,0.14640878037913485,0.19642673236114294,,0.423377079481796,0.2298796857034738,0.7701203142965262,0.8035732676388571,0.8041017821951844,0.8535912196208651,,0.8127123815095204
2024-09-01,0.0974195601026869,0.623460556491892,0.1856674227074234,0.3318378847140507,,0.47643345336099163,0.3429637754754089,0.6570362245245911,0.6681621152859494,0.376539443508108,0.8143325772925766,,0.9025804398973131
2024-09-02,0.3302678867448454,0.5998522109159922,0.2869558839714733,0.07212490242281454,,,0.32230022101378136,0.6776997789862187,0.9278750975771854,0.40014778908400783,0.7130441160285267,,0.6697321132551546
2024-09-03,0.5322521014711775,0.5086439008439245,0.2182702239279316,0.06436237617625262,,0.43906242440410287,0.3525182053646778,0.6474817946353222,0.9356376238237474,0.4913560991560755,0.7817297760720684,,0.4677478985288225
2024-09-04,0.6976227608266857,0.5516267414056101,0.19919443303420686,0.1426855053169602,,0.32617467611407075,0.3834608233395067,0.6165391766604933,0.8573144946830398,0.4483732585943899,0.8008055669657932,,0.30237723917331427
2024-09-05,0.6456596967521476,0.4432651587443108,0.23390035180646734,0.20439508738307932,,,0.3818050736715013,0.6181949263284987,0.7956049126169207,0.5567348412556892,0.7660996481935327,,0.3543403032478524
2024-09-06,0.36725367313063517,0.3596164168719907,0.1936344901687188,0.39901252697138717,,,0.32987927678568296,0.670120723214317,0.6009874730286129,0.6403835831280094,0.8063655098312812,,0.6327463268693648
2024-09-07,0.20353727312036962,0.5164390473895782,0.14896862013969606,0.2244209671683327,,,0.2733414769544942,0.7266585230455058,0.7755790328316673,0.48356095261042176,0.851031379860304,,0.7964627268796304
2024-09-08,0.41793375245120873,0.4763805635729537,0.16386187856072593,0.2653343947892905,,,0.33087764734354475,0.6691223526564553,0.7346656052107094,0.5236194364270463,0.836138121439274,,0.5820662475487912
2024-09-09,0.6557064184906165,0.532730804391885,0.1942960511975202,0.5326831619693411,,0.3443609940763071,0.45195548602513397,0.548044513974866,0.46731683803065893,0.467269195608115,0.8057039488024798,,0.3442935815093835
2024-09-10,0.46222175475837235,0.5546879511655249,0.17833621598277707,0.4963510969939924,,,0.42289925472516665,0.5771007452748333,0.5036489030060076,0.44531204883447506,0.821663784017223,,0.5377782452416277
2024-09-11,0.4396327801029555,0.5593933369608676,0.14052366077153253,0.573663342143456,,0.37943047005365926,0.41852871800649416,0.5814712819935058,0.42633665785654395,0.44060666303913243,0.8594763392284674,,0.5603672198970445
2024-09-12,0.4023734547944069,0.4040355215095018,0.1250690208650378,0.6447575109871608,,,0.3940588770390268,0.6059411229609732,0.35524248901283917,0.5959644784904983,0.8749309791349622,,0.5976265452055931
2024-09-13,0.2951590552640167,0.3217201210342604,0.12666710661623246,0.7181581823908996,,,0.36542611632635225,0.6345738836736478,0.28184181760910043,0.6782798789657396,0.8733328933837675,,0.7048409447359834
2024-09-14,0.3488800244755086,0.46028028612394045,0.1087003353517854,0.86905986410643,,0.317871078722243,0.4209583177559815,0.5790416822440185,0.13094013589357,0.5397197138760595,0.8912996646482146,,0.6511199755244914
2024-09-15,0.4599923413923461,0.6209207283079003,0.12485952521851457,0.5585121790441214,,,0.4410711934907206,0.5589288065092795,0.4414878209558786,0.37907927169209965,0.8751404747814855,,0.5400076586076539
2024-09-16,0.35258114293271975,0.5972186606607081,0.11767374956997947,0.6440431729895886,,,0.427879181538249,0.572120818461751,0.3559568270104114,0.40278133933929194,0.8823262504300206,,0.6474188570672803
2024-09-17,0.5897249776899807,0.6401599650247005,0.11207730598907213,0.723818655347898,,0.30833470797478146,0.47482312240528657,0.5251768775947134,0.276181344652102,0.3598400349752995,0.8879226940109278,,0.41027502231001933
2024-09-18,0.5182902131075615,0.6484257075778421,0.06549448737259701,0.5685580679492805,,0.3308952559836165,0.42633274639817953,0.5736672536018205,0.43144193205071946,0.3515742924221579,0.934505512627403,,0.4817097868924385
2024-09-19,0.383701294000455,0.5370997558897896,0.3250533274055057,0.4264860848334566,,,0.4180851155323017,0.5819148844676982,0.5735139151665434,0.46290024411021036,0.6749466725944944,,0.6162987059995451
2024-09-20,0.3859181251739726,0.23426299573459164,0.2182378784164747,0.4475779802060415,,0.3615886137644415,0.3295171186591044,0.6704828813408956,0.5524220197939584,0.7657370042654084,0.7817621215835253,,0.6140818748260274
2024-09-21,0.4491788438958436,0.41640303228575015,0.30495354285425996,0.3752088624421885,,0.32876975390616375,0.3749028070768412,0.6250971929231588,0.6247911375578115,0.5835969677142498,0.69504645714574,,0.5508211561041564
2024-09-22,0.16291995379529112,0.4494619620688484,,0.5651508579202658,,,0.39251092459480175,0.6074890754051983,0.43484914207973424,0.5505380379311515,,,0.8370800462047089
2024-09-23,0.34799197593774167,0.4989950013710013,0.24901887340451148,0.5320203711964344,,0.2719104469709011,0.379987333776118,0.6200126662238821,0.4679796288035656,0.5010049986289987,0.7509811265954885,,0.6520080240622583
2024-09-24,0.40913415975810924,0.3221884464614049,0.23246712381163515,0.4387958927725365,,0.2808466745705523,0.3366864594748476,0.6633135405251525,0.5612041072274635,0.6778115535385951,0.7675328761883649,,0.5908658402418907
2024-09-25,0.4559704723561895,0.42495423143408184,0.3541623751330439,0.3447311068976973,,,0.39495454645525313,0.6050454535447469,0.6552688931023027,0.5750457685659182,0.6458376248669562,,0.5440295276438105
2024-09-26,0.652841331080186,0.38693073139457135,0.2893515941835433,0.56261991709766,,0.2494760644093237,0.4282439276330569,0.571756072366943,0.43738008290234,0.6130692686054287,0.7106484058164567,,0.34715866891981395
2024-09-27,0.46115384434465634,0.24537454240824752,0.31545304545030267,0.45932487440378045,,0.2599072151846971,0.3482427043583368,0.6517572956416632,0.5406751255962196,0.7546254575917525,0.6845469545496974,,0.5388461556553437
2024-09-28,0.4572551786617954,0.28486288473745136,0.485713105500295,0.4407523995774141,,0.286401317705451,0.39099697723648136,0.6090030227635186,0.5592476004225859,0.7151371152625486,0.514286894499705,,0.5427448213382047
2024-09-29,0.3445650009135158,0.19646285950823877,0.28162912151105285,0.3693408424278062,,0.26516700395320475,0.29143296566276367,0.7085670343372363,0.6306591575721938,0.8035371404917613,0.7183708784889471,,0.6554349990864843
2024-09-30,0.19864653455331557,0.14465809144040548,0.3479813027487773,0.3453526869586909,,0.28526121376699143,0.26437996589363616,0.7356200341063639,0.6546473130413091,0.8553419085595946,0.6520186972512227,,0.8013534654466844
2024-10-01,0.5224419034939205,0.27487363003168197,0.3739954246705648,0.4017625021116481,,0.2861804569910894,0.37185078345978095,0.628149216540219,0.5982374978883519,0.725126369968318,0.6260045753294352,,0.4775580965060795
2024-10-02,0.5915351175615299,0.5030633592428222,0.41647573684862205,0.43640459879799604,,,0.4868697031127425,0.5131302968872575,0.5635954012020039,0.4969366407571778,0.583524263151378,,0.4084648824384701
2024-10-03,0.60911689290687,0.35318751157523237,0.42583164410160057,0.5546180454868602,,0.2699448702106604,0.4425397928562447,0.5574602071437553,0.4453819545131398,0.6468124884247677,0.5741683558983994,,0.39088310709313
2024-10-04,0.44573337341428193,0.21162372047947878,0.26065450857877925,0.5642180665913753,,0.28525403503035374,0.3534967408188538,0.6465032591811462,0.4357819334086247,0.7883762795205213,0.7393454914212207,,0.5542666265857181
2024-10-05,0.4836625155628728,0.5136586215553418,0.37499867879899135,0.39573886842035993,,0.2879071242747664,0.41119316172246645,0.5888068382775336,0.60426113157964,0.4863413784446582,0.6250013212010086,,0.5163374844371271
2024-10-06,0.6524400970335873,0.6267828925310127,0.2714982153062697,0.2542287018818525,,0.28462059684462954,0.4179141007194703,0.5820858992805297,0.7457712981181475,0.3732171074689873,0.7285017846937303,,0.3475599029664127
2024-10-07,0.7206169020701767,0.6729817995548666,0.2265207720566735,0.5245215278310115,,0.2663830477051979,0.4822048098435852,0.5177951901564148,0.47547847216898853,0.3270182004451334,0.7734792279433265,,0.2793830979298233
2024-10-08,0.6939904018243989,0.6195907170298813,0.2647476316427964,0.5386316023340139,,0.31407856057013106,0.4862077826802443,0.5137922173197558,0.46136839766598614,0.38040928297011867,0.7352523683572036,,0.30600959817560114
2024-10-09,0.7034680425281067,0.7392056214400439,0.29057573541582327,0.6104096228866974,,0.2788447154259025,0.5245007475393147,0.47549925246068525,0.3895903771133026,0.26079437855995613,0.7094242645841767,,0.2965319574718933
2024-10-10,0.5832887858534447,0.6785701493441878,0.18884683697274685,0.6632414731328007,,,0.528486811325795,0.471513188674205,0.3367585268671993,0.3214298506558122,0.8111531630272532,,0.4167112141465553
2024-10-11,0.520570330424936,0.5804987076645873,0.27081984335109893,0.5729824706858678,,,0.48621783803162255,0.5137821619683774,0.42701752931413217,0.41950129233541267,0.7291801566489011,,0.47942966957506405
2024-10-12,0.45487967108028593,0.6816738194585521,0.17949053951933167,0.48396531611465937,,0.25304927326216814,0.4106117238869994,0.5893882761130006,0.5160346838853407,0.3183261805414479,0.8205094604806683,,0.5451203289197141
2024-10-13,0.5734305893007097,0.8472276813113582,0.24460371977413295,0.40798388503485566,,0.2851570338195159,0.4716805818481145,0.5283194181518855,0.5920161149651444,0.15277231868864183,0.755396280225867,,0.42656941069929033
2024-10-14,0.6431791612516441,0.784943521329472,0.3359901025537434,0.40295838724154015,,0.29744004762389137,0.4929022440000582,0.5070977559999418,0.5970416127584599,0.21505647867052802,0.6640098974462566,,0.3568208387483559
2024-10-15,0.6992463319381749,0.5913257526834207,0.24864510591977598,0.5017272894035009,,0.2548740184382653,0.4591636996766275,0.5408363003233725,0.49827271059649914,0.4086742473165793,0.751354894080224,,0.30075366806182513
2024-10-16,0.558843978521862,0.4530033891970409,0.23746241453324038,0.5279490252519602,,,0.44431470187602584,0.5556852981239742,0.4720509747480398,0.5469966108029591,0.7625375854667596,,0.44115602147813804
2024-10-17,0.5481254317203385,0.24403326555528115,0.22426443399697032,0.7929965011919543,,0.24546459479638266,0.4109768454521854,0.5890231545478146,0.2070034988080457,0.7559667344447188,0.7757355660030296,,0.45187456827966155
2024-10-18,0.4611206457278111,0.3546212862893357,0.15235538661846937,0.4947097924522933,,0.25975748993784753,0.3445129202051514,0.6554870797948487,0.5052902075477067,0.6453787137106644,0.8476446133815306,,0.5388793542721889
2024-10-19,0.5217855282549244,0.6848532774075397,0.18289550939400795,0.41047852079957275,,0.2593221302754453,0.41186699322629805,0.588133006773702,0.5895214792004273,0.31514672259246035,0.8171044906059921,,0.4782144717450756
2024-10-20,0.5915109485743002,0.45647906573039465,0.41046475953974637,0.37577746921260996,,,0.45855806076426275,0.5414419392357372,0.6242225307873901,0.5435209342696053,0.5895352404602536,,0.4084890514256998
2024-10-21,0.6190156899154666,0.5641021851396297,0.22658955590678512,0.38644342151811256,,0.23829789044126462,0.4068897485842517,0.5931102514157482,0.6135565784818875,0.43589781486037027,0.7734104440932149,,0.3809843100845334
2024-10-22,0.7044424071481177,0.5651225621074761,0.2196205763353437,0.6933112077415585,,0.22209052205081195,0.48091745507666167,0.5190825449233383,0.3066887922584415,0.43487743789252387,0.7803794236646563,,0.2955575928518823
2024-10-23,0.7212137526157257,0.50292801318097,0.2656956592673741,0.7519733284316743,,0.6510319945318261,0.5785685496055141,0.42143145039448593,0.2480266715683257,0.49707198681903,0.734304340732626,,0.27878624738427427
2024-10-24,0.7261086900824129,0.4888919411163236,0.2647359020200648,0.8810202671893579,,0.36004537710366474,0.5441604355023648,0.4558395644976352,0.11897973281064211,0.5111080588836764,0.7352640979799352,,0.27389130991758714
2024-10-25,0.5255336420538458,0.4385085904763973,0.20819205410970254,0.5808056385965692,,0.7131415847311803,0.49323630199353896,0.506763698006461,0.4191943614034308,0.5614914095236028,0.7918079458902975,,0.4744663579461542
2024-10-26,0.44535386214330935,0.5060235518769951,0.3070307848572466,0.47829544400309615,,0.5778973375631087,0.4629201960887512,0.5370798039112488,0.5217045559969038,0.4939764481230049,0.6929692151427533,,0.5546461378566907
2024-10-27,0.5015744445032226,0.45391643073838994,0.4317604584320896,0.316673048004793,,0.8601021667221349,0.5128053096801259,0.48719469031987406,0.683326951995207,0.5460835692616101,0.5682395415679105,,0.49842555549677736
2024-10-28,0.45958137597686427,0.3088345683360888,0.1380534729155138,0.23525983681758603,,0.25849232762758234,0.28004431633472704,0.719955683665273,0.764740163182414,0.6911654316639112,0.8619465270844862,,0.5404186240231357
2024-10-29,0.4342551796865238,0.39685884763910007,0.11117883586959382,0.40587019451375544,,0.284599885237201,0.3265525885892348,0.6734474114107651,0.5941298054862445,0.6031411523608999,0.8888211641304062,,0.5657448203134763
2024-10-30,0.48288670221915436,0.2610196671202495,0.06129645349047425,0.3819362036817839,,0.28059863654644573,0.2935475326116216,0.7064524673883784,0.6180637963182161,0.7389803328797505,0.9387035465095257,,0.5171132977808457
2024-10-31,0.4344343221588705,0.3402842977887812,,0.44740262246174245,,0.2949478695581081,0.37926727799187554,0.6207327220081245,0.5525973775382576,0.6597157022112188,,,0.5655656778411295
2024-11-01,0.34536995416139366,0.37101824168432396,,0.5736910835916649,,0.20545944605156424,0.3738846813722367,0.6261153186277633,0.4263089164083351,0.628981758315676,,,0.6546300458386063
2024-11-02,0.7158563309148956,0.41006597059977357,,0.7105338262281833,,0.20280216253211072,0.5098145725687409,0.49018542743125915,0.2894661737718167,0.5899340294002264,,,0.28414366908510436
2024-11-03,0.8207916081058951,0.4007727825406765,0.4557272509693131,0.6749358390329954,,0.28802010139864365,0.5280495164095047,0.4719504835904953,0.32506416096700463,0.5992272174593235,0.5442727490306869,,0.17920839189410487
2024-11-04,0.6585330064735211,0.313861529624437,0.22924587200544785,0.628485834643069,,0.2992310487010624,0.42587145828950745,0.5741285417104925,0.37151416535693105,0.6861384703755631,0.7707541279945521,,0.3414669935264789
2024-11-05,0.5726637424222922,0.3996199175083177,0.27859477196383603,0.6960808934895293,,0.25292192990388285,0.4399762510575716,0.5600237489424285,0.3039191065104707,0.6003800824916823,0.721405228036164,,0.42733625757770777
2024-11-06,0.690958538725148,0.5735632826196613,0.23197831270690744,0.7184874507449629,,0.25685169145995496,0.4943678552513269,0.5056321447486731,0.2815125492550371,0.4264367173803387,0.7680216872930925,,0.309041461274852
2024-11-07,0.5829706434738595,0.4903123747677259,0.44348625374595724,0.6285460233240295,,0.21996034823469976,0.47305512870925437,0.5269448712907456,0.37145397667597047,0.5096876252322742,0.5565137462540428,,0.4170293565261405
2024-11-08,0.6683525868344693,0.4672736269770084,0.20777514571264474,0.7331091321790387,,0.27826562493201445,0.4709552233270351,0.5290447766729649,0.2668908678209613,0.5327263730229916,0.7922248542873552,,0.3316474131655307
2024-11-09,0.5790115831423489,0.542227105884906,0.2576310197786278,0.6424900583810043,,0.19343715536904565,0.44295938451118644,0.5570406154888136,0.35750994161899574,0.45777289411509403,0.7423689802213722,,0.4209884168576511
2024-11-10,0.7078488837078537,0.5328619877484989,,0.7754284149099984,,0.19091729142077124,0.5517641444467806,0.44823585555321943,0.22457158509000164,0.4671380122515011,,,0.2921511162921463
2024-11-11,0.5856990715361323,0.4337725411957337,0.17935307073026274,0.755294295862291,,0.2099433227684781,0.43281246041857957,0.5671875395814204,0.24470570413770898,0.5662274588042663,0.8206469292697373,,0.4143009284638677
2024-11-12,0.6038226627199058,0.5851055215459704,,0.7020271787727567,,0.18442777448689487,0.518845784381382,0.48115421561861804,0.29797282122724333,0.4148944784540296,,,0.3961773372800942
2024-11-13,0.6271170281432368,0.6631319582944484,0.1980309359922787,0.672881943657376,,0.1705420128388007,0.46634077578522815,0.5336592242147719,0.32711805634262403,0.3368680417055516,0.8019690640077213,,0.3728829718567632
2024-11-14,0.4118477162567238,0.552334174114052,0.20660066479404798,0.70363341959757,,0.19583091803773878,0.4140493785600265,0.5859506214399735,0.29636658040243,0.44766582588594805,0.7933993352059521,,0.5881522837432762
2024-11-15,0.6208571974955821,0.3447049677073631,0.2606275459235386,0.5529353529577957,,0.18140443827299155,0.39210590047145416,0.6078940995285458,0.4470646470422043,0.655295032292637,0.7393724540764615,,0.3791428025044179
2024-11-16,0.4570044654429476,0.5928511400798142,0.7916584502166489,0.6369891363146818,,0.20720879029324768,0.537142396469468,0.46285760353053196,0.3630108636853182,0.4071488599201858,0.20834154978335107,,0.5429955345570524
2024-11-17,0.46457115982030983,0.6752287144009591,0.8865674351176972,0.7080134793160766,,0.2176552990370989,0.5904072175384283,0.4095927824615717,0.2919865206839234,0.3247712855990409,0.1134325648823028,,0.5354288401796902
2024-11-18,0.07954306728940098,0.7121225842092735,0.41466279820264823,0.6160602095124021,,0.29908212670384016,0.42429415718351304,0.575705842816487,0.38393979048759785,0.28787741579072645,0.5853372017973517,,0.920456932710599
2024-11-19,0.2797558340502569,0.6375136432942649,0.42145050458200967,0.5834559352208912,,0.23034972891399555,0.4305051292122837,0.5694948707877163,0.41654406477910877,0.36248635670573515,0.5785494954179904,,0.7202441659497432
2024-11-20,0.5935453939225548,0.5324154128921637,0.4120009235004132,0.4854709970721038,,0.23245825371673567,0.45117819622079425,0.5488218037792058,0.5145290029278962,0.46758458710783635,0.5879990764995868,,0.4064546060774452
2024-11-21,0.6886437763781404,0.605386725021209,0.5827006983847888,0.47643079786927894,,0.2597502209491946,0.5225824437205222,0.4774175562794778,0.523569202130721,0.39461327497879095,0.4172993016152112,,0.31135622362185955
